ifInOctets11,ifOutOctets11,ifoutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcp?ActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class,anomaly
1141892808,1060335019,0,60661889,19511,0,10120947,4482,1,790,621,57,14,0,5,3,282890,224086,1,22,70867768,287380,224779,569,23,70804646,7,0,57,30,50,23,27,27,normal,0
1217235266,1061070073,0,60716569,19532,0,10134560,4482,1,790,621,57,14,0,5,3,283216,224338,1,22,70911862,287704,225031,569,23,70848656,7,0,57,30,50,23,27,27,normal,0
1265800112,1061544373,0,60751816,19561,0,10143344,4482,1,790,621,57,14,0,5,3,283546,224590,1,22,70955912,288035,225283,569,23,70892631,7,0,57,30,50,23,27,27,normal,0
1314276492,1062017161,0,60786996,19590,0,10152100,4482,1,790,621,57,14,0,5,3,283879,224842,1,22,70999917,288368,225535,569,23,70936556,7,0,57,30,50,23,27,27,normal,0
1359369594,1062457582,0,60819723,19606,0,10160253,4483,1,790,621,57,14,0,5,3,284200,225095,1,22,71043936,288688,225788,569,23,70980506,7,0,57,30,50,23,27,27,normal,0
1402854308,1062882364,0,60851283,19614,0,10168119,4483,1,790,621,57,14,0,5,3,284511,225347,1,22,71087869,288999,226040,569,23,71024381,7,0,57,30,50,23,27,27,normal,0
1446332870,1063306630,0,60882837,19621,0,10175976,4483,1,790,621,57,14,0,5,3,284827,225599,1,22,71131854,289316,226292,569,23,71068317,7,0,57,30,50,23,27,27,normal,0
1489862994,1063731940,0,60914431,19629,0,10183853,4483,1,790,621,57,14,0,5,3,285145,225851,1,22,71175832,289633,226544,569,23,71112219,7,0,57,30,50,23,27,27,normal,0
1533352862,1064156422,0,60945993,19637,0,10191714,4483,1,790,621,57,14,0,5,3,285459,226103,1,22,71219809,289947,226796,569,23,71156133,7,0,57,30,50,23,27,27,normal,0
1576935044,1064868892,0,60998818,19663,0,10204910,4483,1,790,621,57,14,0,5,3,285800,226355,1,22,71273150,290291,227048,569,23,71210100,7,0,57,30,50,23,27,27,normal,0
1663952324,1065473128,0,61040776,19687,0,10215386,4555,1,790,621,57,14,0,5,3,286171,226715,1,22,71329367,290732,227408,569,23,71266255,7,0,57,30,50,23,27,27,normal,0
1707496078,1065899014,0,61072378,19696,0,10228559,4560,1,790,621,57,14,0,5,3,286505,226967,1,22,71385810,291066,227660,569,23,71322620,7,0,57,30,50,23,27,27,normal,0
1791432236,1066719766,0,61133296,19730,0,10238456,4561,1,790,621,57,14,0,5,3,286840,227219,1,22,71442194,291404,227912,569,23,71379005,7,0,57,30,50,23,27,27,normal,0
1837982244,1067174518,0,61167079,19743,0,10246878,4561,1,790,621,57,14,0,5,3,287173,227471,1,22,71498401,291734,228164,569,23,71435077,7,0,57,30,50,23,27,27,normal,0
1906630432,1067747720,0,61216275,19763,0,10257491,4562,1,790,621,57,14,0,5,3,287503,227723,1,22,71536008,292065,228416,569,23,71471891,7,0,57,30,50,23,27,27,normal,0
1936259364,1067777408,0,61236096,19777,0,10258041,4562,1,790,621,57,14,0,5,3,287832,227975,1,22,71558236,292392,228668,569,23,71494031,7,0,57,30,50,23,27,27,normal,0
1960559834,1067801876,0,61252354,19784,0,10258495,4562,1,790,621,57,14,0,5,3,288159,228227,1,22,71580386,292721,228920,569,23,71516111,7,0,57,30,50,23,27,27,normal,0
2003157384,1067844638,0,61280853,19798,0,10259288,4562,1,790,621,57,14,0,5,3,288487,228479,1,22,71602583,293049,229172,569,23,71538264,7,0,57,30,50,23,27,27,normal,0
2033366134,1067874866,0,61301062,19808,0,10259848,4562,1,790,621,57,14,0,5,3,288812,228731,1,22,71624760,293373,229424,569,23,71560331,7,0,57,30,50,23,27,27,normal,0
2057662098,1067899334,0,61317317,19815,0,10260302,4562,1,790,621,57,14,0,5,3,289140,228983,1,22,71646929,293703,229676,569,23,71582427,7,0,57,30,50,23,27,27,normal,0
2099667324,1067941514,0,61345419,19829,0,10261084,4562,1,790,621,57,14,0,5,3,289474,229235,1,22,71669144,294037,229928,569,23,71604581,7,0,57,30,50,23,27,27,normal,0
2130552960,1067972432,0,61366081,19839,0,10261657,4562,1,790,621,57,14,0,5,3,289804,229487,1,22,71691327,294365,230180,569,23,71626662,7,0,57,30,50,23,27,27,normal,0
2154823826,1067996804,0,61382319,19846,0,10262109,4562,1,790,621,57,14,0,5,3,290134,229739,1,22,71713483,294695,230432,569,23,71648741,7,0,57,30,50,23,27,27,normal,0
2196086174,1068038228,0,61409924,19860,0,10262877,4562,1,790,621,57,14,0,5,3,290447,229991,1,22,71735663,295008,230684,569,23,71670866,7,0,57,30,50,23,27,27,normal,0
2227692478,1068069944,0,61431069,19870,0,10263465,4562,1,790,621,57,14,0,5,3,290707,230243,1,22,71757751,295267,230936,569,23,71693032,7,0,57,30,50,23,27,27,normal,0
2251964398,1068094412,0,61447309,19877,0,10263919,4562,1,790,621,57,14,0,5,3,290961,230497,1,22,71779882,295521,231190,569,23,71715060,7,0,57,30,50,23,27,27,normal,0
2292565874,1068135443,0,61474471,19891,0,10264675,4563,1,790,621,57,14,0,5,3,291216,230749,1,22,71801981,295776,231442,569,23,71737179,7,0,57,30,50,23,27,27,normal,0
2324814276,1068171473,0,61496066,19908,0,10265298,4565,1,817,642,59,14,0,5,3,291471,231004,1,22,71824188,296061,231719,569,23,71759348,7,0,60,32,51,23,28,28,normal,0
2349104974,1068196491,0,61512326,19916,0,10265758,4565,1,817,642,59,14,0,5,3,291726,231256,1,22,71846253,296316,231971,569,23,71781416,7,0,60,32,51,23,28,28,normal,0
2373399710,1068220779,0,61539519,19931,0,10266514,4565,1,817,642,59,14,0,5,3,291984,231508,1,22,71868398,296574,232223,569,23,71803549,7,0,60,32,51,23,28,28,normal,0
2421290171,1068268833,0,61560617,19942,0,10267099,4565,1,817,642,59,14,0,5,3,292237,231760,1,22,71890539,296827,232475,569,23,71825685,7,0,60,32,51,23,28,28,normal,0
2446265517,1068293949,0,61577327,19952,0,10267565,4565,1,817,642,59,14,0,5,3,292491,232012,1,22,71912603,297081,232727,569,23,71847754,7,0,60,32,51,23,28,28,normal,0
2470564475,1068318345,0,61604472,19965,0,10268320,4641,1,817,642,59,14,0,5,3,292779,232372,1,22,71933813,297441,233087,569,23,71868863,7,0,60,32,51,23,28,28,normal,0
2515818147,1068403115,0,61623857,19984,0,10268860,4642,1,817,642,59,14,0,5,3,293031,232624,1,22,71954373,297693,233339,569,23,71889427,7,0,60,32,51,23,28,28,normal,0
2543430511,1068430983,0,61642329,20008,0,10269374,4643,1,817,642,59,14,0,5,3,293283,232876,1,22,71974904,297945,233591,569,23,71909954,7,0,60,32,51,23,28,28,normal,0
2567727571,1068455367,0,61658583,20021,0,10269826,4643,1,817,642,59,14,0,5,3,293535,233128,1,22,71995400,298197,233843,569,23,71930453,7,0,60,32,51,23,28,28,normal,0
2592023397,1068479887,0,61674837,20040,0,10270278,4644,1,817,642,59,14,0,5,3,293800,233380,1,22,72015997,298462,234095,569,23,71951040,7,0,60,32,51,23,28,28,normal,0
2635383317,1068523513,0,61703845,20075,0,10271087,4644,1,817,642,59,14,0,5,3,294066,233632,1,22,72036608,298728,234347,569,23,71971642,7,0,60,32,51,23,28,28,normal,0
2664895875,1068553081,0,61723587,20106,0,10271635,4644,1,817,642,59,14,0,5,3,294334,233884,1,22,72057131,298996,234599,569,23,71992146,7,0,60,32,51,23,28,28,normal,0
2689168367,1068577507,0,61739826,20121,0,10272088,4644,1,817,642,59,14,0,5,3,294615,234136,1,22,72077728,299277,234851,569,23,72012710,7,0,60,32,51,23,28,28,normal,0
2713467071,1068601891,0,61756080,20163,0,10272540,4644,1,817,642,59,14,0,5,3,294898,234388,1,22,72098401,299560,235103,569,23,72033348,7,0,60,32,51,23,28,28,normal,0
2755081579,1068643651,0,61783920,20205,0,10273314,4644,1,817,642,59,14,0,5,3,295155,234640,1,22,72118932,299817,235355,569,23,72053877,7,0,60,32,51,23,28,28,normal,0
2784988629,1068673669,0,61803928,20214,0,10273871,4644,1,817,642,59,14,0,5,3,295407,234892,1,22,72139537,300069,235607,569,23,72074493,7,0,60,32,51,23,28,28,normal,0
2810609823,1068699469,0,61821068,20222,0,10274349,4644,1,817,642,59,14,0,5,3,295659,235144,1,22,72160063,300321,235859,569,23,72095002,7,0,60,32,51,23,28,28,normal,0
2834876527,1068723775,0,61837304,20229,0,10274800,4644,1,817,642,59,14,0,5,3,295921,235396,1,22,72180566,300583,236111,569,23,72115501,7,0,60,32,51,23,28,28,normal,0
2859150307,1068748117,0,61864442,20243,0,10275557,4644,1,817,642,59,14,0,5,3,296183,235648,1,22,72201161,300845,236363,569,23,72136083,7,0,60,32,51,23,28,28,normal,0
2904576841,1068793807,0,61883933,20252,0,10276098,4644,1,817,642,59,14,0,5,3,296438,235900,1,22,72221736,301100,236615,569,23,72156661,7,0,60,32,51,23,28,28,normal,0
2932041023,1068821353,0,61902308,20260,0,10276609,4644,1,817,642,59,14,0,5,3,296690,236152,1,22,72242233,301352,236867,569,23,72177154,7,0,60,32,51,23,28,28,normal,0
2956337393,1068845683,0,61918562,20269,0,10277060,4644,1,817,642,59,14,0,5,3,296947,236404,1,22,72262766,301609,237119,569,23,72197689,7,0,60,32,51,23,28,28,normal,0
2980608243,1068870109,0,61934800,20282,0,10277513,4644,1,817,642,59,14,0,5,3,297208,236656,1,22,72283353,301870,237371,569,23,72218262,7,0,60,32,51,23,28,28,normal,0
3024159349,1068913897,0,61963936,20318,0,10278325,4644,1,817,642,59,14,0,5,3,297472,236908,1,22,72303947,302134,237623,569,23,72238841,7,0,60,32,51,23,28,28,normal,0
3053453217,1068943594,0,61983534,20328,0,10278871,4645,1,817,642,59,14,0,5,3,297740,237161,1,22,72324498,302402,237876,569,23,72259379,7,0,60,32,51,23,28,28,normal,0
3077724023,1068967924,0,61999771,20335,0,10279322,4645,1,817,642,59,14,0,5,3,297997,237413,1,22,72345026,302659,238128,569,23,72279903,7,0,60,32,51,23,28,28,normal,0
3102019987,1068992350,0,62016026,20343,0,10279775,4645,1,817,642,59,14,0,5,3,298249,237665,1,22,72365619,302911,238380,569,23,72300513,7,0,60,32,51,23,28,28,normal,0
3143754887,1069034164,0,62043947,20357,0,10280550,4645,1,817,642,59,14,0,5,3,298501,237917,1,22,72386210,303163,238632,569,23,72321086,7,0,60,32,51,23,28,28,normal,0
3173692639,1069064746,0,62063976,20366,0,10281109,4648,1,817,642,59,14,0,5,3,298753,238169,1,22,72406776,303415,238884,569,23,72341658,7,0,60,32,51,23,28,28,normal,0
3199157335,1069116272,0,62081012,20374,0,10281582,4698,1,817,642,59,14,0,5,3,299041,238529,1,22,72427360,303775,239244,569,23,72362256,7,0,60,32,51,23,28,28,normal,0
3223431201,1069153648,0,62097250,20401,0,10282034,4723,1,817,642,59,14,0,5,3,299293,238781,1,22,72447907,304027,239496,569,23,72382782,7,0,60,32,51,23,28,28,normal,0
3247728321,1069178032,0,62124378,20425,0,10282789,4723,1,817,642,59,14,0,5,3,299545,239033,1,22,72468490,304279,239748,569,23,72403364,7,0,60,32,51,23,28,28,normal,0
3293381847,1069224020,0,62144047,20434,0,10283336,4724,1,817,642,59,14,0,5,3,299800,239285,1,22,72489048,304534,240000,569,23,72423922,7,0,60,32,51,23,28,28,normal,0
3320592135,1069251362,0,62162252,20447,0,10283843,4724,1,817,642,59,14,0,5,3,300052,239537,1,22,72509565,304786,240252,569,23,72444436,7,0,60,32,51,23,28,28,normal,0
3344865975,1069275746,0,62178490,20456,0,10284295,4724,1,817,642,59,14,0,5,3,300304,239789,1,22,72530077,305038,240504,569,23,72464948,7,0,60,32,51,23,28,28,normal,0
3369385617,1069300130,0,62194893,20463,0,10284747,4724,1,817,642,59,14,0,5,3,300561,240041,1,22,72556599,305295,240756,569,23,72491589,7,0,60,32,51,23,28,28,normal,0
3434258727,1069344200,0,62238226,20477,0,10285564,4724,1,817,642,59,14,0,5,3,300850,240293,1,22,72586939,305584,241008,569,23,72521889,7,0,60,32,51,23,28,28,normal,0
3476961267,1069373501,0,62266751,20486,0,10286103,4725,1,817,642,59,14,0,5,3,301175,240547,1,22,72617198,305910,241262,569,23,72552089,7,0,60,32,51,23,28,28,normal,0
3512788521,1069397831,0,62290682,20494,0,10286554,4725,1,824,647,60,14,2,5,3,301501,240802,1,22,72647455,306259,241533,569,23,72582243,7,0,63,34,52,23,29,29,normal,0
3548721103,1069425965,0,62314706,20509,0,10287031,4727,1,844,663,61,14,0,5,3,301830,241054,1,22,72677947,306594,241791,569,23,72612630,7,0,63,34,52,23,29,29,normal,0
3612189443,1069469559,0,62357108,20524,0,10287835,4727,1,844,663,61,14,0,5,3,302155,241306,1,22,72708343,306920,242043,569,23,72642973,7,0,63,34,52,23,29,29,normal,0
3656471661,1069499613,0,62386686,20535,0,10288392,4727,1,844,663,61,14,0,5,3,302475,241558,1,22,72738651,307240,242295,569,23,72673216,7,0,63,34,52,23,29,29,normal,0
3692426828,1069523985,0,62410703,20543,0,10288844,4727,1,844,663,61,14,0,5,3,302802,241810,1,22,72768989,307566,242547,569,23,72703453,7,0,63,34,52,23,29,29,normal,0
3728246846,1069548315,0,62434629,20553,0,10289295,4727,1,844,663,61,14,0,5,3,303125,242062,1,22,72799230,307890,242799,569,23,72733634,7,0,63,34,52,23,29,29,normal,0
3790007748,1069590267,0,62475884,20567,0,10290073,4727,1,844,663,61,14,0,5,3,303448,242314,1,22,72831441,308214,243051,569,23,72765906,7,0,63,34,52,23,29,29,normal,0
3835932402,1069621377,0,62506561,20576,0,10290650,4727,1,844,663,61,14,0,5,3,303773,242566,1,22,72864324,308537,243303,569,23,72798724,7,0,63,34,52,23,29,29,normal,0
3871835702,1069645719,0,62530542,20584,0,10291101,4727,1,844,663,61,14,0,5,3,304101,242818,1,22,72897347,308868,243555,569,23,72831680,7,0,63,34,52,23,29,29,normal,0
3934948526,1069688601,0,62572699,20598,0,10291896,4727,1,844,663,61,14,0,5,3,304433,243070,1,22,72930328,309197,243807,569,23,72864563,7,0,63,34,52,23,29,29,normal,0
3979594372,1069718997,0,62602523,20607,0,10292460,4727,1,844,663,61,14,0,5,3,304767,243322,1,22,72963287,309531,244059,569,23,72897456,7,0,63,34,52,23,29,29,normal,0
4015496110,1069743297,0,62626502,20615,0,10292910,4727,1,844,663,61,14,0,5,3,305094,243574,1,22,72996119,309858,244311,569,23,72930211,7,0,63,34,52,23,29,29,normal,0
4079679716,1069786815,0,62669375,20629,0,10293717,4727,1,844,663,61,14,0,5,3,305424,243826,1,22,73029146,310189,244563,569,23,72963229,7,0,63,34,52,23,29,29,normal,0
4133040654,1069817141,0,62704999,20638,0,10294266,4732,1,844,663,61,14,0,5,3,305753,244078,1,22,73071710,310520,244815,569,23,73005899,7,0,63,34,52,23,29,29,normal,0
4179439364,1069841333,0,62735965,20661,0,10294714,4781,1,844,663,61,14,0,5,3,306117,244402,1,22,73114771,310948,245157,569,23,73048843,7,0,63,34,52,23,29,29,normal,0
4266043572,1069925565,0,62793770,20690,0,10295558,4805,1,844,663,61,14,0,5,3,306473,244690,1,22,73157692,311309,245427,569,23,73091578,7,0,63,34,52,23,29,29,normal,0
23553738,1069953379,0,62828799,20699,0,10296071,4806,1,844,663,61,14,0,5,3,306796,244942,1,22,73200422,311635,245679,569,23,73134296,7,0,63,34,52,23,29,29,normal,0
70043884,1069977763,0,62859829,20717,0,10296825,4806,1,844,663,61,14,0,5,3,307132,245194,1,22,73243295,311968,245931,569,23,73177165,7,0,63,34,52,23,29,29,normal,0
160567282,1070025223,0,62920249,20741,0,10297403,4806,1,844,663,61,14,0,5,3,307475,245446,1,22,73286213,312311,246183,569,23,73219899,7,0,63,34,52,23,29,29,normal,0
208970978,1070050783,0,62952564,20749,0,10297877,4806,1,844,663,61,14,0,5,3,307806,245698,1,22,73328942,312642,246435,569,23,73262534,7,0,63,34,52,23,29,29,normal,0
286597920,1070091655,0,63004373,20762,0,10298635,4806,1,844,663,61,14,0,5,3,308136,245950,1,22,73371734,312973,246687,569,23,73305188,7,0,63,34,52,23,29,29,normal,0
348169244,1070123923,0,63045469,20772,0,10299233,4806,1,844,663,61,14,0,5,3,308442,246202,1,22,73414377,313278,246939,569,23,73347848,7,0,63,34,52,23,29,29,normal,0
394540102,1070148349,0,63076421,20780,0,10299686,4806,1,844,663,61,14,0,5,3,308796,246454,1,22,73457368,313637,247191,569,23,73390727,7,0,63,34,52,23,29,29,normal,0
476003746,1070191057,0,63130787,20947,0,10300478,4806,1,844,663,61,14,0,5,3,309204,246706,1,22,73500219,314040,247443,569,23,73433460,7,0,63,34,52,23,29,29,normal,0
533663092,1070221435,0,63169272,20966,0,10301041,4806,1,844,663,61,14,0,5,3,309461,246958,1,22,73542791,314297,247695,569,23,73476005,7,0,63,34,52,23,29,29,normal,0
580060986,1070245861,0,63200242,20974,0,10301494,4806,1,844,663,61,14,0,5,3,309713,247210,1,22,73585578,314549,247947,569,23,73518766,7,0,63,34,52,23,29,29,normal,0
665560280,1070290891,0,63257311,20989,0,10302329,4806,1,844,663,61,14,0,5,3,309965,247462,1,22,73628566,314801,248199,569,23,73561847,7,0,63,34,52,23,29,29,normal,0
719139536,1070319001,0,63293075,20997,0,10302850,4806,1,844,663,61,14,0,5,3,310217,247714,1,22,73669554,315053,248451,569,23,73602645,7,0,63,34,52,23,29,29,normal,0
755804410,1070343385,0,63317562,21005,0,10303605,4806,1,844,663,61,14,0,5,3,310472,247966,1,22,73697440,315308,248703,569,23,73630683,7,0,63,34,52,23,29,29,normal,0
812067678,1070389171,0,63355169,21033,0,10304151,4806,1,844,663,61,14,0,5,3,310740,248218,1,22,73724754,315576,248955,569,23,73657722,7,0,63,34,52,23,29,29,normal,0
845516288,1070416513,0,63377524,21075,0,10304658,4806,1,844,663,61,14,0,5,3,311020,248470,1,22,73751866,315856,249207,569,23,73684840,7,0,63,34,52,23,29,29,normal,0
875414836,1070440897,0,63397508,21085,0,10305414,4806,1,844,663,61,14,0,5,3,311291,248722,1,22,73779168,316127,249459,569,23,73712517,7,0,63,34,52,23,29,29,normal,0
931917622,1070487202,0,63435275,21100,0,10305964,4807,1,844,663,61,14,0,5,3,311549,248975,1,22,73806655,316385,249712,569,23,73739582,7,0,63,34,52,23,29,29,normal,0
965140494,1070514424,0,63457483,21108,0,10306469,4807,1,844,663,61,14,0,5,3,311806,249227,1,22,73833843,316642,249964,569,23,73766759,7,0,63,34,52,23,29,29,normal,0
994996682,1070539358,0,63477438,21115,0,10307223,4812,1,844,663,61,14,0,5,3,312062,249479,1,22,73860936,316900,250216,569,23,73794041,7,0,63,34,52,23,29,29,normal,0
1051128770,1070585683,0,63514952,21208,0,10307769,4814,1,844,663,61,14,0,5,3,312371,249733,1,22,73888222,317208,250470,569,23,73821132,7,0,63,34,52,23,29,29,normal,0
1084719306,1070625881,0,63537402,21263,0,10308276,4838,1,844,663,61,14,0,5,3,312786,250093,1,22,73915391,317694,250830,569,23,73848138,7,0,65,36,53,23,30,30,normal,0
1114567908,1070679779,0,63557370,21350,0,10308751,4889,1,871,684,63,14,0,5,3,313193,250348,1,22,73942753,318132,251107,569,23,73875268,7,0,66,36,53,23,30,30,normal,0
1170466830,1070725845,0,63594737,21473,0,10309601,4889,1,871,684,63,14,0,5,3,313630,250600,1,22,73970310,318572,251359,569,23,73902754,7,0,66,36,53,23,30,30,normal,0
1204380148,1070753361,0,63617400,21532,0,10310111,4889,1,871,684,63,14,0,5,3,314002,250852,1,22,73997557,318941,251611,569,23,73929751,7,0,66,36,53,23,30,30,normal,0
1234219339,1070777733,0,63637344,21548,0,10310563,4889,1,871,684,63,14,0,5,3,314363,251104,1,22,74024811,319303,251863,569,23,73956899,7,0,66,36,53,23,30,30,normal,0
1289654479,1070822991,0,63674394,21614,0,10311402,4889,1,871,684,63,14,0,5,3,314766,251356,1,22,74052231,319704,252115,569,23,73984161,7,0,66,36,53,23,30,30,normal,0
1323981105,1070850765,0,63697338,21623,0,10311917,4889,1,871,684,63,14,0,5,3,315132,251608,1,22,74079477,320071,252367,569,23,74011304,7,0,66,36,53,23,30,30,normal,0
1353766907,1070875041,0,63717247,21630,0,10312367,4889,1,871,684,63,14,0,5,3,315467,251860,1,22,74106721,320405,252619,569,23,74038364,7,0,66,36,53,23,30,30,normal,0
1408794819,1070920125,0,63754029,21645,0,10313203,4889,1,871,684,63,14,0,5,3,315807,252112,1,22,74134028,320745,252871,569,23,74065553,7,0,66,36,53,23,30,30,normal,0
1443606705,1070948277,0,63777297,21654,0,10313725,4889,1,871,684,63,14,0,5,3,316138,252364,1,22,74161190,321077,253123,569,23,74092629,7,0,66,36,53,23,30,30,normal,0
1473731823,1070972661,0,63797432,21661,0,10314177,4889,1,871,684,63,14,0,5,3,316468,252616,1,22,74189684,321407,253375,569,23,74121075,7,0,66,36,53,23,30,30,normal,0
1531896133,1071017325,0,63836300,21676,0,10315005,4889,1,871,684,63,14,0,5,3,316798,252868,1,22,74218774,321737,253627,569,23,74150070,7,0,66,36,53,23,30,30,normal,0
1569343983,1071045747,0,63861324,21685,0,10315532,4889,1,871,684,63,14,0,5,3,317126,253120,1,22,74247689,322067,253879,569,23,74178931,7,0,66,36,53,23,30,30,normal,0
1600846719,1071070077,0,63882376,21692,0,10315983,4889,1,871,684,63,14,0,5,3,317455,253372,1,22,74274759,322394,254131,569,23,74206097,7,0,66,36,53,23,30,30,normal,0
1655660587,1071112191,0,63919006,21706,0,10316764,4889,1,871,684,63,14,0,5,3,317782,253624,1,22,74301963,322721,254383,569,23,74233054,7,0,66,36,53,23,30,30,normal,0
1695415423,1071142275,0,63945572,21715,0,10317322,4889,1,871,684,63,14,0,5,3,318120,253876,1,22,74330116,323060,254635,569,23,74261365,7,0,66,36,53,23,30,30,normal,0
1728149389,1071167535,0,63967446,21723,0,10317790,4889,1,871,684,63,14,0,5,3,318454,254128,1,22,74359075,323393,254887,569,23,74290302,7,0,66,36,53,23,30,30,normal,0
1760351881,1071192003,0,64003229,21736,0,10318545,4889,1,871,684,63,14,0,5,3,318784,254380,1,22,74387990,323723,255139,569,23,74319114,7,0,66,36,53,23,30,30,normal,0
1822181417,1071239517,0,64030284,21746,0,10319125,4889,1,871,684,63,14,0,5,3,319124,254632,1,22,74417003,324063,255391,569,23,74347916,7,0,66,36,53,23,30,30,normal,0
1855532771,1071265355,0,64052569,21754,0,10319598,4891,1,871,684,63,14,0,5,3,319465,254884,1,22,74446124,324406,255643,569,23,74377117,7,0,66,36,53,23,30,30,normal,0
1887750107,1071290309,0,64088393,21827,0,10320355,4894,1,871,684,63,14,0,5,3,319864,255136,1,22,74475323,324805,255895,569,23,74406159,7,0,66,36,53,23,30,30,normal,0
1949785949,1071338079,0,64115550,21858,0,10320936,4895,1,871,684,63,14,0,5,3,320271,255388,1,22,74504395,325213,256147,569,23,74435081,7,0,66,36,53,23,30,30,normal,0
1982847273,1071363459,0,64137641,21871,0,10321406,4895,1,871,684,63,14,0,5,3,320609,255640,1,22,74533359,325550,256399,569,23,74463778,7,0,66,36,53,23,30,30,normal,0
2015053077,1071426577,0,64173443,21884,0,10322161,4968,1,871,684,63,14,0,5,3,320978,256000,1,22,74562434,325989,256759,569,23,74492778,7,0,66,36,53,23,30,30,normal,0
2077048039,1071474157,0,64200591,21899,0,10322741,4968,1,871,684,63,14,0,5,3,321315,256252,1,22,74591451,326325,257011,569,23,74521721,7,0,66,36,53,23,30,30,normal,0
